Video ID,Title,Channel,Published At
mxIXMnIaKzg,❓3.WELTKRIEG UNVERMEIDLICH❓#afd #politik #weidel #aliceweidel #alternativefürdeutschland #merz #spd,Rich Kids of Wall Street ,2024-12-22T11:31:57Z
gBq0Blc5B-c,"Qui est Alice Weidel, la candidate AFD à la chancellerie allemande ? - En Société du 2 février 2025",En Société - France Télévisions,2025-02-03T13:13:31Z
u_x1t0jgiWI,Am 23.02.2025 🇩🇪 #AfD wählen! 👌🏻💙 🇭🇺 Ignaz Bearth auf Telegram: https://t.me/ignazbearth,Ignaz Bearth,2025-02-03T19:32:17Z
aY8ow2KyUK8,Bonner AfD Kandidat #deutschland #politik #bundestag #afd #aliceweidel #debatte #parlament #cdu #fyp,BlueTiger,2025-02-18T18:25:05Z
HhmLofdNf8M,Baerbock blamiert sich im Bundestag – AfD rechnet gnadenlos ab! 🔥🚨,BreakingRadar,2025-01-31T17:17:28Z
60G0vNw54kA,Vergewaltigungsverbotszone?! #afd #ltnrw,AfD-Fraktion NRW,2024-12-19T18:00:06Z
QFWPfk5w5WI,#Weidel #Baerbock #Vance #Gauland #Steinmeier #Vogelschiss #Sicherheitskonferenz #Brandmauer #AfD,Berlin360°,2025-02-15T14:46:57Z
RId2Ezn92ZY,AfM - ICH WÄHL BLAU! (Song) #musik #afd,Team Weidel,2025-01-19T18:39:26Z
HyQzf2-A_NM,Geheimtreffen zwischen Kretschmer (CDU) und Urban (AfD) im Sächsischen Landtag @focusonline,DACH Medien,2024-11-09T08:00:17Z
xZ92LUG6GYk,Viele neue Grünen-Wähler! #afd #ltnrw,AfD-Fraktion NRW,2025-02-11T18:00:47Z
dB7-umlrKKc,Grüße vom &quot;Adlers Anstalt&quot; Team🩵 🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel,Adlers Anstalt,2025-01-13T09:56:45Z
l46qhiAN0z4,#Baerbock #Habeck #brantner #Banaszak #Audretsch #AfD #Abwahl #hartaberfair #Zuversicht #Demokratie,Berlin360°,2025-01-28T11:22:07Z
Wv_a9-lf9eE,"Wahlstrategie: AfD und die Folgen für CDU und Linke,Antje Hermenau ex-Grüne mit Klartext",NoAntifant,2025-01-19T16:53:14Z
bEVD65uBTaU,#afd #deutschlandshorts #cdu,King.Afd💙,2025-02-17T12:12:52Z
PDdFmzQHGFc,🔥 Schlagabtausch zwischen Peter Hahne vs. Ex-Lehrer zu Migration &amp; AfD,Meet Your Mentor ,2025-02-12T16:00:31Z
_F2CCE9A6rk,I NAZISTI tornano in GERMANIA? Cos&#39;è questa AFD che CRESCE nei sondaggi?,Will Media,2025-02-19T12:45:53Z
xpbZ2ZrGj1A,Germany: Gen Z Turns Right in Major Boost for AfD Party Ahead of Election | Firstpost America | N18G,Firstpost,2025-02-21T20:20:00Z
HhMae69wTwQ,Almanya&#39;da Türklerin AfD endişesi,BBC News Türkçe,2025-02-24T18:00:20Z
0V1ifh1Dh_o,So schön bunt hier! #afd #ltnrw,AfD-Fraktion NRW,2024-12-21T18:00:00Z
ACUeINjrs3w,AfM - ONE WAY TICKET (Song) #musik #afd,Team Weidel,2025-01-23T23:42:16Z
Zq7PDig5E4E,"Lanz | Gysi, Chrupalla und der schwedische Arzt #politik #funnyshorts #migration #afd #bürgergeld",Political Entertainment,2025-02-06T23:44:49Z
bIErge1cGbE,Alice Weidel: Das verspreche ich euch für Tag 1! 🎯  #afd #politik #deutschland  #aliceweidel,Unabhängig Denken,2025-02-07T16:54:19Z
_8_ZRUSUQqg,Linke widerlegt #fyp #afd #cdu #islam #deutsch #deutschland #politik #lustig #religion #ampel #koran,BlueTiger,2025-01-18T10:17:13Z
dT3v6YSlK-E,AFD: Syrer auf dem Weihnachtsmarkt - Enxhi Seli-Zacharias,Alienjäger02,2025-01-12T17:00:38Z
mlEplbMyHvY,Gutes Zeichen für 2029! #shorts #shortsfeed #shortvideo #afd #politik #deutsch #foryou #thüringen,Vindex - Clips,2025-02-23T23:52:35Z
dzgswefzL0o,Jörg Urban (AfD): Nie wieder Krieg! Und nicht: Immer mehr Waffen! ... und irgendwann auch Soldaten!,AfD-Fraktion im Sächsischen Landtag,2024-12-19T15:00:46Z
lAN_70nJGY0,5 Gründe gegen die CDU #deutschland #politik #bundestag #afd #debatte #aliceweidel #parlament #cdu,BlueTiger,2025-02-21T14:51:31Z
mJ1L10cUmOA,Die zwei größten Wendehälse #afd #bundestagswahl2025 #bundestagswahl #wahl #cdu #union #btw,Red Scorpion,2025-02-17T16:20:19Z
CFAt_rHu2vQ,💥Baerbock unter Gürtellinie💥 #baerbock #bundestag #wahl2025 #cdu #afd #shorts #viralvideo,theblackmcqueen,2025-01-31T17:20:58Z
-CLws0yAJNw,💙ALICE WEIDEL - Viel Glück💙 (Song) - Deutscher Patriot (Deutschland) Musik AFD,BlauesDeutschland,2025-02-21T12:00:00Z
Vvd_c5eKsEw,ドイツ総選挙　極右政党「AfD」第2党に躍進　最大野党の保守「キリスト教民主・社会同盟」が第1党に　ショルツ首相の与党が敗北　寛容だったドイツの移民政策見直しへ｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2025-02-24T09:42:21Z
qA0mbVTI1vU,A német sajtó szerint jót tett az AfD- és Alice Weidel népszerűségének a szerdai Orbán-találkozó,ATV Magyarország,2025-02-13T09:20:36Z
uJXWT9WhF28,Vater von Brokstedt-Opfer bei Lanz #aschaffenburg #migration #brandmauer #flüchtlinge #afd #cdu,Political Entertainment,2025-01-31T10:02:26Z
SLRZZFtNPXU,#inkompetent #Merz #Scholz #Habeck #Esel #duell #Heizungsgesetz #Vizekanzler #bundestag #AfD,Berlin360°,2025-01-06T14:05:18Z
39C-nwGrmqk,#Elmar #Theveßen #Karikatur #Journalisten #Interview #elonmusk #Trump #Weidel #AfD #Journalist,Berlin360°,2025-01-08T17:13:46Z
hLTxFem4YbY,Alice Weidel - Statement #bundestag #politik #nachrichten #afd #alternativefürdeutschland,Finanzfuchs,2025-01-14T19:00:24Z
gPDL_LKLhu0,Freiheit im Herzen (Song für die Jugend) - Alice Weidel und #AfD für die Jugend,JiuRider (Musik für Deutschland),2024-12-20T15:22:16Z
pdvib22o4gU,Elezioni Germania. Governo spaccato su Cdu e Afd. Meloni con chi sta? Sentite come parlava di Merkel,La Repubblica,2025-02-24T20:06:25Z
9zaVyD1Z4Ro,AfD: Deutschlands Hoffnung auf Wirtschaftsaufschwung?,BlueTiger,2025-02-20T03:07:09Z
i5g9ve4DM9o,Demo gegen rechts in AfD-Weidels Wohnort Einsiedeln SZ Die Organisation Massvoll#shorts#demo#AfD#maa,Maa&moon,2025-02-22T15:49:31Z
tX7hTtRcG2I,Alice macht Deutschland great again # #news #afd,AFD ist die Antwort ,2025-01-08T19:03:49Z
UyePCnraajk,#afd #deutschland #aliceweidel #gehtwählen #deutsch #blau #AfD #maischberger,derausderafd,2025-01-19T13:14:14Z
zGUkj7WQeR4,Alice Weidel dankt Besuchern und Einsatzkräften bei Parteitag.  #afd  #politik  #aliceweidel,Unabhängig Denken,2025-01-19T15:59:48Z
tHjDd_-KnIM,Von wegen „pauschal gegen Ausländer“! #afd #ltnrw,AfD-Fraktion NRW,2025-01-27T18:00:44Z
vUgD5X3TXSY,Alice Weidel spricht Klartext zur Schließung Deutscher Grenzen! #aliceweidel #afd #politik,Kevin Beutler,2025-02-26T06:00:40Z
aqls2OdL5EM,Schwarz-Grün immer unmöglicher 💪 #afd #SPD #CDU #bündnis90diegrünen #bsw #linke,GameBlamer,2025-02-08T22:24:38Z
xa3KTuGLQPs,Waarom in Oost-Duitsland relatief vaker #AfD wordt gestemd | Ulrike Nagel #Buitenhof #short,Buitenhof,2025-02-23T16:33:26Z
5kphPSV9aY4,Mitglieder-Rekord bei der AfD: Was steckt hinter dem großen Zulauf zur Partei?,Sascha Schmitz,2025-01-16T12:20:59Z
91AU6YbmdVs,￼ Wann gibt es endlich Frieden? #ukraine #politik #deutschland #afd #bundestag #ampel,Politikverständnis,2025-01-13T09:00:07Z
KQCBWERJ2qw,"💥AfD-Spender Winfried Stöcker: ‘1,5 Millionen waren ein Fehler – es hätten 5 Millionen sein sollen!",BreakingRadar,2025-02-17T20:43:46Z
yz26zKg8Gu8,AfD-Strategie: Steuersenkungen und bezahlbare Energie in Deutschland,NoAntifant,2025-02-07T07:27:27Z
_FbP-rXPVBI,🤡 #afd #aschaffenburg #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2025-01-27T12:07:00Z
whDmskfmrlI,#Bundestagswahl #CDU #AfD #SPD #GRÜNE #Weidel #michael #müller #Ottilie #Klein #Kellner #RBB #hingst,Berlin360°,2024-11-15T10:10:14Z
_AInF9NVqjw,🤡 #afd #aschaffenburg #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #wahrheit,Adlers Anstalt,2025-01-27T18:04:00Z
qCEjS_5Yq7Y,"Die AfD würde mit der CDU koalieren, sagt Alice Weidel bei Maischberger! #afd",SuccessfulManFactory,2025-01-23T19:34:18Z
2GkK5Z7PPE8,Markus Söder und die Grünen #söder #csu #union #afd #btw,Red Scorpion,2025-02-26T17:51:43Z
i0d3wjQJZS0,Alice Weidel: Scharfe Kritik an Baerbocks feministischer Außenpolitik! 🎯 #afd #aliceweidel,Unabhängig Denken,2025-02-04T12:03:32Z
yqejo0csW6M,"Wer CDU wählt, wählt grün! #afd #cdu #bundestag",AfD-Fraktion Bundestag,2024-12-10T14:36:04Z
2QtQ6FIAEt8,#bundestagswahl #afd #cdu #fridaysforfuture #gegenrechts #rechts #deutsch #deutschland #weidel,Fettbär ,2025-02-22T17:50:11Z
-kwF4fTFF4g,Alice Weidel - Deswegen AFD,WatchMe,2025-02-13T13:04:40Z
K0eMqQpjLsU,„Diese Leute gehören nicht ins Land” #nius #afd #weidel #abschieben,"Schuler! Fragen, was ist",2024-12-26T08:00:15Z
c8o5o4c-274,Populismus und Modernisierungsverlierer: Eine neue Perspektive #Politik #AfD #buchvorstellung #Manow,Ulrike Guérot,2025-01-10T15:01:29Z
BsQIpAaoSjQ,#Merz #Bundestag #Scholz #Dänemark #Grenzkontrollen #Migration #Aschaffenburg #Afd #Asylpolitik,Berlin360°,2025-02-12T13:21:38Z
oZM_ZcXo-ws,AfD Leader Claims Hitler Was a &quot;Socialist&quot; | Firstpost America,Firstpost,2025-01-13T20:00:22Z
fiBxBr28nbg,Abstieg der SPD #shorts #shortsfeed #shortvideo #afd #politik #deutsch #foryou #fyp #spd,Vindex - Clips,2025-02-03T00:23:34Z
KcRYzRdSMQ8,Germany to Ban Far-Right AFD? | Firstpost America | N18G,Firstpost,2025-01-31T20:00:18Z
cAHycC8evpU,Alice Weidel zur Habecks peinlichen Bettelbrief #afd #grünen #habeck,Welt Im Wandel ,2024-12-02T12:18:59Z
3HJIsowd9dQ,Was hat der #AfD-Erfolg bei den Landtagswahlen mit #TikTok zutun? 🤖 #KI #Algorithmus #Politik #Wahl,KI-Campus,2025-02-02T18:00:02Z
Ry_jnBzGOFs,Verantwortung statt Versagen: Die AfD zeigt den Altparteien den Weg!,Deutschland Debatten Clips AfD,2025-01-03T12:00:37Z
xOROAOGa2qk,Alice Weidel - Und die nächste Wahl wird kommen!  #afd #politikdeutschland #ampelregierung,Im Schatten der Politik,2025-01-13T18:04:54Z
GJhK30BmlIc,Alice Weidel in Bestform #afd #germany #geography #shorts,Politics for Beginners,2025-01-11T21:43:31Z
KGPFfHmJD3A,Wir gehen nicht RECHTS oder LINKS wir gehen GERADEAUS! #politik #deutschland #afd #dielinke #cdu,KIANUSH | PRIMETIME,2025-02-24T09:00:29Z
NJj2PDpJdZc,J D Vance macht Merz Druck #afd #baerbock #bundestagswahl2025,warum.kritisch,2025-02-14T22:38:07Z
gsOJ7CWDwTc,AfD supporters rally ahead of German federal election,SBS News,2025-02-21T23:17:00Z
om75gNwLLhY,Eklat! Merz bricht Versprechen nach EINEM Tag!  #union #cdu #afd #btw,Red Scorpion,2025-02-25T16:30:14Z
Z7Rq7XK6K8E,#GroKo #Wahlergebnis #Bundestagswahl2025 #Wahlergebnis #BTW2025 #Merz #Osten #weidel #Augsburg #AfD,Berlin360°,2025-02-24T10:04:20Z
OPBjq_OK_Zk,Live Demütigung: AfD-Kandidatin in Ingolstadt geht komplett baden!,HeyWolfi,2025-01-31T16:40:00Z
Z2BogzI896o,German Right Wing Party: AFD,Mario Adrion Comedy,2025-02-12T18:04:45Z
AquKL4wBZeU,Huge demonstration in Berlin after conservative CDU votes with AfD to pass motion in parliament,DW News,2025-02-02T20:10:18Z
MqgjlAAssXA,#Manipulation #ZDF #Applaus #Original #chrupalla #Merz #AfD #Schlagabtausch #ÖRR #GEZ #Staatsfunk,Berlin360°,2025-02-07T10:57:32Z
tZmpYzwPDb4,Alice Weidel beste Rede aller Zeiten #stimmedermehrheit #afd #imigration,BlackShadowwwwww,2025-01-31T18:33:40Z
Vqvi1byS-Wg,"AfD zur Migration: Kriminelle abschieben, Grenzen sichern! 😤",HKCM,2025-02-20T12:48:10Z
f-e_Yw_A57Y,Die #AfD ist eine ausländerfeindliche Partei. Ihr geht es nicht nur um Problemlösungen. #bsw,BSW im Bundestag,2025-01-30T17:30:22Z
jUWD-cnZaLQ,#GroKo #Wahlergebnis #Bundestagswahl2025 #Wahlergebnis #BTW2025 #Merz #Osten #weidel #Chrupalla #AfD,Berlin360°,2025-02-24T14:28:03Z
gEqav_1WTR8,Landtag in Brandenburg lehnt AfD-Antrag ab - Debatte nach Mord in Aschaffenburg entbrannt!,Sascha Schmitz,2025-01-24T10:34:22Z
lZKFQ3Ic1Xk,El polémico apoyo del Gobierno Trump al partido AfD de Alemania,FRANCE 24 Español,2025-02-19T20:06:04Z
yYQR5rvDfFU,#Blome #Baerbock #Habeck #Kanzler #Scholz #only #Wahlwerbung #elonmusk #musk #afd #Weidel #Spiegel,Berlin360°,2025-01-10T11:11:55Z
4W2cNiYT1TQ,German Elections: Elon Musk ஆதரவால் விஸ்வரூபம் எடுத்த AfD? தீவிர வலதுசாரி பக்கம் சாயும்…,Vikatan TV,2025-02-24T16:00:04Z
_KDSpSpOab8,"Das ist der wahre Unterschied zwischen CDU und AfD! - Sebastian Münzenmaier, MdB",AfD Hannover,2025-02-11T00:00:24Z
PXzCZQQ1lf8,Krankenhausreif geprügelt #rassismus #afd #btw25,MDR Aktuell,2025-02-27T16:00:26Z
iCk745qFMNY,Oma HASST AfD!!😳🤬,Kontrafunk - Die Stimme der Vernunft,2025-02-14T17:00:54Z
PdZgJE9MwR8,AfD Parteitag Alice Weidel - Einen echten Bildungsauftrag wird es nur mit der AFD geben,Alienjäger02,2025-01-22T18:00:28Z
lszWU2ngvNc,SCHOLZ vs. WEIDEL | Quick and Dirty 2024 Recap #afd #spd #scholz #weidel #wahlkampf,MC BOGY & B-LASH,2025-01-21T16:19:59Z
adcU5fr-1EE,Review chi tiết màn hình AFD344G [AFD Review],AFD Việt Nam,2025-01-18T02:42:17Z
diuyersBTOw,Friedrich Merz wird nur Übergangskanzler! #brandmauer #cdu #afd,Klartext Finanzen - RealUnit Schweiz AG,2025-02-26T14:00:45Z
5ajQm7Eak2w,AfD Karslruhe &amp; Göppingen werben mit Abschiebe-Flugtickets #AfD #Karlsruhe #Abschiebeticket,Prinz,2025-01-15T11:06:50Z
LZ8Q0RezEQ0,(AFD) Beatrix von Storch - Hier beginnt eine neue Epoche - hart aber fair,Alienjäger02,2025-02-06T18:30:25Z
w4gDppxJim0,"16 Bundesländer, eine kleine Provokation oder dieser andere Zufall? 🤔 #afd #aliceweidel #deutschland",abgefaktenews,2025-01-11T15:18:40Z
j3pgzm8DSF8,❌AUF EINMAL GEHEN ALLE AUF IHN LOS 😲❌ #afd #politik #spd #chrupalla #merz #scholz #cdu #aliceweidel,Rich Kids of Wall Street ,2025-02-06T08:59:14Z
KT0nTuE_1VA,"German Far-Right AfD Wants Mass Deportations, Afghans Worried",Radio Free Europe/Radio Liberty,2025-02-22T10:27:55Z
XATxJ536tc8,Habeck vs. Weidel Duel Parodie #afd  #demokratie #meinungsfreiheit #grundgesetz #kunstfreiheit,DJ Sunny,2025-02-03T06:54:26Z
pGYbLQDznMs,❌WEIDEL MÖCHTE RUSSISCHES GAS❌ #afd #politik #spd #chrupalla #merz #bundestag #cdu #aliceweidel,Rich Kids of Wall Street ,2025-02-03T21:54:06Z
ulgDyJFdqak,AFD - Die Materiallage der Bundeswehr,Alienjäger02,2024-12-05T19:00:35Z
GxKItt0tbEY,AfD-Brandmauer - Wird der Wählerwille ignoriert? Tino Chrupalla @ServusTV,DACH Medien,2024-11-17T11:00:17Z
MjYZqBSfCU8,#Bademantel #Sketch #weidel #Hamburg #Antifa #Riesa #Bundesparteitag #Demokratie #Herzpulli #afd,Berlin360°,2025-01-19T14:52:26Z
a5wyzbpYOCM,❌DAS MUSST DU SEHEN❌ #dielinke #gysi #weidel #politik #afd #bundestag #spd #merz #scholz #cdu #fdp,Rich Kids of Wall Street ,2025-01-08T06:20:50Z
3rU37QVme_g,❌DAS SAGT SIE JETZT DAZU❌#aliceweidel #afd #politik #weidel #spd #björnhöcke #chrupalla #bundestag,Rich Kids of Wall Street ,2025-01-26T06:23:31Z
3TkUiPyaT6Q,"AfD bestätigt Großspende über 2,35 Millionen Euro von früherem FPÖ-Funktionär Gerhard Dingle#shorts",Maa&moon,2025-02-06T06:00:02Z
F2-1HDcHzw8,#Reinhold #Beckmann #SPD #Osten #Desaster #thüringen #Sachsen #Brandenburg #Wahlen #Afd #CDU #BSW,Berlin360°,2025-01-05T12:02:27Z
PJOxiCIuUK8,#Regierung finanziert mit den #Demos gegen #Rechts #Proteste gegen die #Opposition #AfD #CDU #Nius,Berlin360°,2025-02-09T10:49:01Z
aYF1WZ_9JvY,#Dobrindt #Lindner #Aken #Wagenknecht #Banaszak #Chrupalla #Gelbhaar #audretsch #Afd #CSU #BSW #ZDF,Berlin360°,2025-02-07T11:52:09Z
XpzFzl7_PSs,Germany&#39;s far-right AfD party&#39;s policies threaten migrants,TRT World,2025-02-21T08:22:58Z
WHwNTIe1NFU,#Chrupalla #afd #weidel  #Windräder #heutejournal #Schande #Habeck #Reinhardswald  #Gebrüder #Grimm,Berlin360°,2025-01-13T16:03:20Z
7a2yGzoI5tc,AfD 🔵 Wahlkampfabschluss #ERFURT (Thüringen) • Ausnahmezustand #Bundestagswahl2025,Jacky Unbekannt,2025-02-27T22:24:17Z
B5PvEm7nyGc,#Weidel #wanderwitz #Chrupalla #Kerkeling #AFD-#VERBOT #hartaberfair #maischberger #verbotsantrag,Berlin360°,2024-12-27T13:37:56Z
D-CHAHn1Eyg,#Suggestivfragen #interview #Freiheit #Suggestiv #Sicherheit  #Demokratie #Weidel #afd #chrupalla,Berlin360°,2025-01-12T16:07:25Z
ryCdzFdv4bQ,Der Antisemitismus ist Links #AliceWeidel #afd #Hitler #fypyoutube #fyp #foryou,cashbang,2025-01-11T12:10:35Z
d--87InG4CU,"L&#39;AFD, le parti politique qui inquiète l&#39;Europe",Une autre histoire,2025-02-15T14:51:30Z
1w2OMKZMNRs,"#shorts #Afd #politics Alice Weidel , äußert sich über Baerbock und Merz über den Krieg",MeinungsMacht,2024-12-29T23:32:59Z
7fElnW87JJM,"Orbán és Weidel: tényleg jó lenne Magyarországnak, ha az AfD kerülne hatalomra Németországban?",DW Magyar,2025-02-13T14:35:34Z
MtTcDQguDgI,#Manipulation #ZDF #Applaus #Original #chrupalla #Merz #AfD #Schlagabtausch #ÖRR #GEZ #Staatsfunk,Berlin360°,2025-02-07T08:46:01Z
lQPRc8l6dFY,Review chi tiết màn hình AFD384F [AFD Review],AFD Việt Nam,2025-02-04T08:48:20Z
EtpEHHx8wkc,ドイツで躍進する極右政党”AfD”とは？反EU・反難民・温暖化の否定…過激な思想はなぜ支持されるのかわかりやすく解説！,公式 池上彰と増田ユリヤのYouTube学園,2025-02-12T09:00:15Z
SnS5fDSH_nc,😱SCHOCKNACHRICHT😱 #politik #news #scholz #spd #afd #weidel #merz #bundestag #cdu #lindner #csu,Rich Kids of Wall Street ,2024-12-05T18:48:13Z
-PkOTGahff8,AfD=ドイツのための選択肢とは？世界で急増する反グローバリズム政党の潮流！及川幸久【赤坂ニュース224】参政党,参政党,2025-01-25T10:00:00Z
3QehznxJsI8,"Germany Elections 2025: Friedrich Merz Wins, Scholz Falls, AfD Surges | Firstpost Spotlight | N18G",Firstpost,2025-02-24T15:16:46Z
D1l-zJKmB_k,70 Merkelpoller für EINEN Weihnachtsmarkt! #afd #ltnrw,AfD-Fraktion NRW,2024-12-18T18:00:15Z
jfjDL1B4l5A,#OliverJanich unterstützt die #AfD,A. H. Effekt04,2025-01-31T14:17:16Z
BQe3IJVGy5w,1.1 in Berlin #fypシ #afd #cdu #islam #deutsch #deutschland #politik #lustig #religion #ampel #koran,BlueTiger,2025-01-02T16:38:07Z
kmMqp6o33Rg,#Schmierenkomödie #GEZ #Manipulation #ZDF #Applaus#chrupalla #AfD #Schlagabtausch #ÖRR  #Staatsfunk,Berlin360°,2025-02-07T11:29:05Z
b9GCAdHCTg4,Linksextremisten kontrollieren Presse Polizei machtlos #shorts #afd #news,Auftrag Geschichte präsentiert von KlappspatenTV,2025-01-12T17:48:56Z
xUQN28kM8sg,AfD Parteitag - Alice Weidel: Der Queer Woke Wahnsinn,Alienjäger02,2025-01-15T18:30:50Z
zocyP6NumDg,#politik #deutschland #bundestagswahl #afd #afdfraktion #elonmusk #rechts #grüne #überwachung,Fettbär ,2025-01-21T09:54:37Z
i62C09FvcnM,Ist Koalition zwischen AFD und CDU unausweichlich? #afd #cdu #bundestagswahl #deutschland,Prinz,2025-01-12T15:00:51Z
w6THie7lhz4,Alice Weidels Ideen für Deutschland! #bundestag #afd #weidel,AfD-Fraktion Bundestag,2025-01-21T14:18:40Z
jJY8CLzJHDc,#TVDuell #Scholz #Kissler #Bohlen #Reichelt #Bundestagswahl2025 #Weidel #Habeck #Afd #Nius #schuler,Berlin360°,2025-02-10T15:30:34Z
ZhesDzMSSHQ,#lügenpresse #gegenrechts #rechts #nachrichten #afd #afdfraktion #bundestagswahl #links #rechts,Fettbär ,2025-01-28T08:09:03Z
UGC2utO03es,Sie wollen es nicht verstehen! #afd #ltnrw,AfD-Fraktion NRW,2025-02-07T18:00:30Z
TXmKL4g5Wt0,#karneval #köln #flüchtlinge #afd #weidel #bundestagswahl #gegenrechts #rechts #münchen #polizei,Fettbär ,2025-02-15T17:35:50Z
qSKAgT13QUo,Bei Markus Lanz: Jörg Urban (AfD) vs. Amira Mohamed Ali (BSW): Warum stimmen Sie NICHT gegen Waffen?,AfD-Fraktion im Sächsischen Landtag,2025-01-16T14:30:33Z
kS57bBuboIY,Dirk Spaniel redet über die Verkehrspolitik in Deutschland. #afd #politik,PolitikScharfsinn,2025-02-10T16:00:48Z
3_YIzEOEQWI,Elon Musk: AfD ist Deutschlands letzte Hoffnung - Scharfe Kritik an Wirtschaft und Energiepolitik!,Sascha Schmitz,2024-12-28T12:42:58Z
4RgdiuzeiAk,Bundestagswahl 2025ZweitstimmenErgebnisvorhersage basierendaufPrognose#btw2025#CDU#AfD#SPD#Shorts,Maa&moon,2025-02-24T17:07:55Z
8Lteq3RagVg,16.000 demonstrieren in Hamburg: Protest gegen AfD und Alice Weidel eskaliert stellenweise!,Sascha Schmitz,2025-01-17T11:48:09Z
LoOYdkFDlcY,#Thüringen #Vorwürfe #VS #Kramer #Verfassungsschutz  #Befugnisse. #Gutachten #AfD #Oppositionskraft,Berlin360°,2024-12-10T11:18:16Z
bevjuG9Zg6U,Ihr treibt uns in die Armut #afd #bundestagswahl2025,warum.kritisch,2025-02-15T14:53:30Z
LqKHP2K3Me0,#markuslanz #lanz #gysi #chrupalla #Höning #Blome #Trump #Migration #debatte #AfD #Bundestag #Merz,Berlin360°,2025-02-06T09:33:24Z
wE_FQrpnbOU,&quot;Lasst uns die Betrügerpartei CDU überholen&quot; #aliceweidel #afd #cdu #bundestagswahl #merz,Red Scorpion,2025-01-16T16:30:26Z
q8tD9RooDmI,#Weidel #Dunja #Hayali #Afuera! #Bundestag #WiegehtsDeutschland #Mitri #Sirin #YouGov #ZDF #AfD #CDU,Berlin360°,2025-01-29T12:33:09Z
NvqGPYuxImA,Germany&#39;s Most DANGEROUS Neo Nazis | Dortmund (Dorstfeld) | Right Wing Across Europe - AFD,The Taboo Room With Aaron S,2024-11-20T17:43:43Z
a0pqJXnbpcs,Academie Gent - Morph Mask - Hilda Raspoet - 2025 - afd. digitale beeldende kunst,Patrick Baele,2025-02-18T16:56:54Z
7gk4pbzFGKQ,انتخابات ألمانيا .. من هو فريدريش ميرتس الذي سيعيد ألمانيا إلى مجدها,كشف المستور,2025-02-26T03:48:50Z
RqjFek76cqA,2025 sind Verschwörungstheorien auf einmal bunt statt braun,A. H. Effekt04,2025-02-17T19:25:55Z
otiwj-OIodg,Beschert uns HMPV nur einen Lockdown oder zzgl. den Sieg der AfD? | Trump verkündet indirekt die NAU,A. H. Effekt02,2025-01-08T14:21:47Z
cUNQWUhD-qs,Wen soll man 2025 wählen?,A. H. Effekt03,2024-12-17T21:51:46Z
TQPHo7U12tQ,GERMANY ELECTIONS  2025 | Rise of Right Wing | Elon Musk | Conservative,Voice ,2025-02-24T08:03:33Z
iFKYz78-M8Y,&quot;Nazi&quot;-Statement zum Talk zwischen #AliceWeidel und #ElonMusk – „Hitler war Kommunist.“ LOL #AfD,A. H. Effekt02,2025-01-11T12:33:23Z
x0Z70w_PA3U,Ken Jebsen aka Kayvan Soufi-Siavash ist ein dreckiger Wendehals und Zionist – DEBUNKED,A. H. Effekt02,2025-01-12T17:47:10Z
vKM8mKLgMNU,Afd,Pietro,2025-01-25T04:04:57Z
