,Unnamed: 0,videoId,author,publishedAt,likeCount,text,period
62,41,Qn-e6dIGpBY,@meikelorenzen6456,2024-12-27T13:21:20Z,940,"Niemand erklärt die Nahost-Konflikte, so verständlich und sachlich, wie Herr Lüders! Sie sind ein großartiger Hoffnungsträger! Ich wünsche Ihnen viel Erfolg und hoffe, Sie in Zukunft noch öfter zu hören!",After Founding
63,1086,zCJAwKV08KY,@mat8469,2025-09-04T19:29:40Z,929,Wer kann diese Idioten um Merz noch stoppen? Wann wachen die Menschen endlich auf?,After Founding
64,768,UMwuZMpoMd8,@GeroldKilper,2024-12-03T18:27:58Z,922,Merz darf kein Kanzler werden!!!!,After Founding
65,360,GhJpgQbmo_A,@mariahimmel4002,2024-03-19T17:55:36Z,920,"Immer wieder klare Worte zur Kriegspolitik unserer Regierung .Eine tolle Politikerin, Aufrecht mit Haltung für Friedensbewegung. Kämpfe für uns weiter für Frieden u.gegen die Waffenlobbyisten u. perversen Kriegsgeschrei ! 
Strack/ Zimmermann, Hofreiter   u. Kräfte aus der Union.",After Founding
66,461,yCDCvXEJ5kg,@schlumpfij.7541,2024-06-25T14:47:12Z,918,Die Wahl von der Frau von der Leyen ist unglaublich,After Founding
67,164,DiVbYog9Ixc,@sabinehandke3927,2025-05-03T12:11:21Z,891,"Sie sprechen genau die richtigen Dinge an  , Frau Wagenknecht  !",After Founding
68,1304,LdQso-7-4NE,@EveryLara,2024-09-11T12:42:27Z,889,"Lauterbach gehört nicht ein Ministeramt, sondern endlich zur Verantwortung gezogen!!",After Founding
69,989,GUhLwqgSUXg,@sigridlehner6253,2024-06-26T14:33:16Z,875,"Sehr gut Frau Wagenknecht, Respekt",After Founding
70,741,i_VgFLoXyqQ,@Charlie10-fox,2025-09-09T18:47:57Z,872,"Hallervorden bei klarem Verstand,  meine Hochachtung! Respekt! 💯👍",After Founding
71,913,qRZhjFyhSQI,@hightech1232,2024-02-21T18:41:15Z,867,"Dem gibt es nichts hinzuzufügen! Tolle Rede 👍🏻
Diese Doppelmoral kotzt einfach an…",After Founding
72,780,WS6G3s55PNI,@hay1971,2025-05-26T18:41:31Z,863,"Wir werden mit untergehen, vielen Dank CDU Wähler",After Founding
73,769,UMwuZMpoMd8,@Saskia728,2024-12-03T16:04:45Z,853,Frieden mit Russland❤,After Founding
74,31,hhRZvfeXo-E,@gerdhofmann3587,2024-08-24T16:44:31Z,853,TYPISCH SPD totale Verzweiflung,After Founding
75,1487,px3FA_JO4kA,@rudikolmel5407,2025-05-12T15:29:34Z,852,"Leute die so redeten, haben schon vor dem zweiten Weltkrieg in Deutschland so geredet. Unfassbar, dass so jemand Außenminister werden konnte",After Founding
76,401,1ZReSYUx-ng,@MarcK276,2024-03-20T17:20:04Z,844,"Danke! Viel Menschen denken wie sie, aber leider nur wenige Politiker.",After Founding
77,1130,xxMllVtVZ_o,@dernormale3232,2024-04-12T13:30:18Z,842,"Wow, die Rede hat wieder mal die Meinung von der Mehrheit der in Deutschland lebenden Menschen auf den Punkt gebracht! Danke Frau Wagenknecht!",After Founding
78,1492,px3FA_JO4kA,@arminschwarz327,2025-05-12T15:25:20Z,827,Wieder mal eine Fehlbesetzung …….wieder  kein Diplomat 🙈,After Founding
79,122,TWwxMc9uO5s,@heinb100ify,2025-04-28T15:45:49Z,822,"Da grinst der auch noch so blöd, nicht mein Kanzler!",After Founding
80,569,Ql7FFr54A7M,@DanielHilbck,2024-06-04T16:05:11Z,809,Der Kanzler ist mit der Außenministerin das schlimmste was uns passieren konnte.,After Founding
81,1241,G0imA8Tnkm8,@gedientfurdeutschland3718,2025-01-16T17:13:16Z,807,Mit dieser Aussage ist Merz nicht mehr wählbar.,After Founding
82,988,GUhLwqgSUXg,@omegapate9359,2024-06-26T14:48:11Z,801,Wer erlöst uns von dieser Ampel!,After Founding
83,935,lT8IvORoyRs,@Baby-Hübner,2024-11-13T18:18:18Z,800,"Dieses Gelache einfach zum Kotzen
Da sieht man einfach diese Respektlosigkeit!",After Founding
84,764,UMwuZMpoMd8,@galaxy-FILM,2024-12-03T17:22:31Z,799,"Ich hoffe, dass noch mehr Menschen aufwachen! Kein Krieg! Keine Altparteien!",After Founding
85,469,yCDCvXEJ5kg,@kreative_weiblichkeit,2024-06-25T14:43:04Z,781,Danke für die Wahrheit  Frau Wagenknecht!❤,After Founding
86,744,i_VgFLoXyqQ,@Eda-on2px,2025-09-09T18:11:31Z,776,"@ Dieter Hallervorden ♥Lieber Herr Hallervorden alles Liebe zum Geburtstag, schön das es sie gibt! Ich mochte sie als Kind schon so ☺Gott sei dank noch ein normaler Mensch mit Anstand, Moral und  klarem Verstand. Gott schütze sie 🕊🕊🕊🤲",After Founding
87,1481,px3FA_JO4kA,@wolfgangbartels2067,2025-05-12T16:02:55Z,770,"Man braucht sich in diesem Land, über gar nichts mehr zu wundern.",After Founding
88,929,lT8IvORoyRs,@stefanrehm2485,2024-11-13T18:18:24Z,767,Ich habe gerade eine Horrorvision. Merz als Kanzler und Pistorius als Vize. Ein Alptraum.,After Founding
89,1497,px3FA_JO4kA,@Michael-HG,2025-05-12T15:28:14Z,756,Freundschaft mit Russland,After Founding
90,1220,CJxNtxYcfEw,@klartext2225,2024-05-07T20:21:17Z,753,UNGLAUBLICH!  Die Arroganz der Zwangsgebühr-Kassierer ist inzwischen beispiellos.,After Founding
91,1023,-F0EXGzcJkU,@v.n.2039,2025-02-22T05:44:39Z,750,700 Milliarden? Komplett krank. Geht gar nicht!,After Founding
92,142,SAGFQye1hT0,@Vororterocker,2024-05-27T17:31:29Z,747,"Angenehmes, kluges Gespräch. Danke Frau Wagenknecht, Herr Liefers und Herr Kayser.",After Founding
93,216,-lXMP0RUy5A,@sl55amgx,2024-08-28T14:48:58Z,746,"NIEMALS Kriegstreiber wählen, man kann von Sahra halten was man will, sie will aber keinen Krieg!",After Founding
94,1805,2f6_dlNTyfc,@sonnenschein553,2025-03-18T15:41:18Z,730,Der Widerspruch zwischen Klimafreundlichkeit und Krieg ist wirklich unfassbar. Danke. ❤,After Founding
95,406,1ZReSYUx-ng,@bekir200,2024-03-20T19:33:11Z,725,"Weg mit den Kriegstreiber und Kriegspolitik! Danke Sahra für die wahre Worte,weiter so!",After Founding
96,533,DhJt8ptkBS0,@danschu3029,2024-06-06T14:34:35Z,725,Der Mann hat kein Anstand und ist absolut respektlos. Schaut die ganze Zeit aufs Handy. Es gibt Kinder die haben mehr Manieren als unser sogenannter Kanzler. Für so jemanden kann man sich nur schämen.,After Founding
97,1026,-F0EXGzcJkU,@derechtefelixb,2025-02-21T20:50:09Z,721,STOPP zu Waffenlieferungen ☮️🕊️,After Founding
98,700,38Mylcsif5Q,@betasonnenschein9317,2025-05-27T08:15:11Z,718,"Ich finde es auch unverschämt. Mein Gott, was haben wir für eine Politik, aber schon seit vielen Jahren.",After Founding
99,311,bGNp5K8y_j8,@elisaprior,2024-05-09T22:33:37Z,717,"Arrogant , unverschaemt! Unfassbar!",After Founding
100,464,yCDCvXEJ5kg,@tonisalbei4932,2024-06-25T14:45:58Z,710,"Liebe Frau Wagenknecht, ich hoffe Sie bleiben auch bei Ihren Positionen, wenn Sie irgendwann Koalitionsverhandlungen führen.",After Founding
101,1941,Po560dE89XE,@loro7lenguas,2025-06-26T17:33:31Z,709,"Wir müssen auf die Straße. Eine breite Bewegung der Gesellschaft ist jetzt nötig, um diesen Wahnsinn zu beenden.",After Founding
102,1489,px3FA_JO4kA,@lostplace3449,2025-05-12T15:26:05Z,708,Ich dachte es geht nicht schlimmer mit Deutschland. Aber doch es geht. 😢,After Founding
103,976,29qi5DOsmsQ,@susisonnenschein7897,2024-06-05T18:15:56Z,708,"Lieber Peter, meine Mutter, im letzten Jahr mit 84 gestorben, hat Sie geliebt. Es war klar, dass auf ihrer Trauerfeier Musik von Ihnen gespielt werden musste. Was sie absolut traurig gemacht hat, waren Ihre Aussagen zu Impfunwilligen Menschen. Sie wollte das auch nicht und sie wollte es rein intuitiv nicht. Sie hatte das Gefühl belogen zu werden von diesen Leuten, die den Ton angaben. 
Selbst als sie im Pflegebett lag, hat sie noch leicht mit den Hüften gewackelt und gelächelt, als Ihre Musik kam. 
Ich hätte mir gewünscht, dass Sie bei diesem Gespräch diese viel besprochenen Brücken bauen…. Für uns (nichtgeimpfte) war das auch eine Art von Krieg und nur sehr wenige standen auf unserer Seite.
Ich vermisse im Übrigen große Friedenskonzerte in jeder großen Stadt, wo wirklich jeder willkommen ist.",After Founding
104,960,29qi5DOsmsQ,@andreaskallien1251,2024-06-05T19:39:25Z,701,"Peter Maffay gehört zu den vielen Künstlern, die während der Corona Zeit gezeigt haben, wie sehr sie zu den Mitläufern und Opportunisten gehören.",After Founding
105,408,1ZReSYUx-ng,@dmföjdnhdmhs,2024-03-20T17:26:23Z,699,Ich stimme Frau Dr. Wagenknecht zu 100 Prozent zu. Danke für ihre gradlinige und verantwortungsvolle Haltung.,After Founding
106,357,kp1S43yxpXw,@arnonuhm6922,2024-05-23T14:35:59Z,696,"Wir haben leider keine Außenministerin sondern nur eine Außengöre, völlig inkompetent dafür aber unreif und rotzfrech. Und die hellste Kerze ist Annalenchen360 jetzt auch nicht.",After Founding
107,1408,eRJBimgWThA,@Bufeti11,2024-12-02T18:10:26Z,695,"Wir müssen nicht kriegstauglich werden, wir müssen friedfertiger werden",After Founding
108,701,38Mylcsif5Q,@inesschaible2396,2025-05-27T08:18:48Z,692,Der Mann hat jeden Realitätssinn verloren,After Founding
109,80,X3vdNP4Mjtg,@TopSebastian,2025-02-06T17:45:18Z,680,"Wow, herzlichen Dank für dieses wirklich tolle Gespräch! Ich schätze Herrn Grupp sehr! Er ist ein seriöser Kaufmann mit Weitblick und Bodenständigkeit – davon gibt es leider nur noch ganz wenige in Deutschland!",After Founding
110,61,v3YPYiLNE9c,@wolfgang9775,2024-07-05T19:33:56Z,677,Mir ist es schade um jeden Soldaten auf welcher Seite auch immer verstorben ist durch diesen Wahnsinn ich bin deutsche Rentner,After Founding
111,13,qh8xUmT2NyI,@bettinariemann3908,2024-05-24T20:51:39Z,674,"Ich glaube die Meinung eines Franz Münteferings kann man getrost vergessen. Der feine Sozialpolitiker hat auch mal in Bezug auf Arbeitslosengeld seinerzeit gesagt: Wer nicht arbeitet, braucht auch nichts zu essen. Wer hat also nicht mehr alle Tassen im Schrank?",After Founding
112,940,YcysDmbOWyw,@LotharSchultz,2024-09-26T17:44:05Z,674,Mann muss sich heute nur die Frage stellen: Wer hat davon profitiert?,After Founding
113,107,ZexdXkpl-6E,@franziskafuhrer9804,2024-11-21T18:34:08Z,673,Unglaubliche Frechheit von dieser Moderatorin! Sie lässt Frau Wagenknecht nicht mal ausreden!!!,After Founding
114,1461,zWWQVeZQHXA,@katrin4199,2024-06-13T12:11:52Z,673,Keine bringt es so gut und sachlich auf den Punkt!!!! Die Frau gehört ins Kanzleramt!!!! Dann gibt es endlich wieder Perspektiven für Deutschland. Für mich eine Pionierin in Sachen Politik mit Herz und Hirn!!!!,After Founding
115,43,Qn-e6dIGpBY,@uwefrotscher9039,2024-12-27T13:16:13Z,671,"Michael Lüders ist eine große Bereicherung für die BSW, eine Stimme der Vernunft.",After Founding
116,1320,GJFO-rmNyOs,@petermuller9940,2025-05-15T07:30:40Z,668,"Liebe Sahra, als überzeugter AfD Wähler gebe ich dir zu 100% Recht. 
In Deutschland werden nicht die Wahlen manipuliert, sondern die Wähler.",After Founding
117,413,1ZReSYUx-ng,@Sturminfantrist,2024-03-20T17:52:16Z,666,"OMG, 53 Milliarden damit hätten wir unser Health care system  aufpeppen können, das hats dringend nötig .",After Founding
118,1500,DAo3i-_N0yc,@TopSebastian,2025-03-13T11:00:59Z,665,DANKE Frau Dr. Wagenknecht !!! BITTE weiter machen !!! Jetzt geht es erst richtig los! Wir brauchen SIE !,After Founding
119,307,bGNp5K8y_j8,@daniloknispel3302,2024-05-09T11:48:42Z,664,😂der Typ ist so unglaublich daneben,After Founding
120,416,1ZReSYUx-ng,@federlapp5410,2024-03-20T18:02:38Z,663,"Würde gerne Hofreiter und Baerbock im Schützengraben sehen, oder zumindest mal bei einer militärischen Grundausbildung.  Grüne an die Front....",After Founding
121,445,edYs2MhD_AA,@EveryLara,2025-03-19T10:12:51Z,662,"Ich hätte vor der Wahl nicht gedacht, dasa wir das BSW SO sehr brauchen, wie wir es tun. Dieses Schmierentheater von Merz muss schnellstmöglich beendet werden! 🧡💜",After Founding
122,1850,sBrR1r9tYIY,@Emerson58,2025-06-12T16:12:37Z,661,Die Stimmen von BSW fehlen im Bundestag. Hoffentlich bleibt BSW bestehen und schafft im zweiten Anlauf die Überwindung der 5%-Hürde.,After Founding
123,702,38Mylcsif5Q,@emiliaschwarz6499,2025-05-27T08:22:24Z,656,Das ist eine Beleidigung an das ganze Volk,After Founding
124,46,Qn-e6dIGpBY,@tokatrif1947,2024-12-27T11:57:17Z,651,Lüders ist eine echte Bereicherung für BSW,After Founding
125,1027,-F0EXGzcJkU,@chrischris4373,2025-02-22T06:37:41Z,643,Weg mit Grünen und für immer,After Founding
126,478,yCDCvXEJ5kg,@detlefbehring123,2024-06-25T16:25:06Z,641,Diese Beitrittsgespräche sind der letzte Sargnagel für Friedensgespräche.,After Founding
127,201,-lXMP0RUy5A,@VirgilMorariu,2024-08-28T14:59:05Z,638,""" Frieden schaffen ohne Waffen "" !",After Founding
128,1098,zCJAwKV08KY,@user-sk6fw8xw3d,2025-09-04T19:46:32Z,630,Wir brauchen Diplomatie und Frieden 🕊️🕊️🕊️🕊️,After Founding
129,1123,xxMllVtVZ_o,@KurtHopper,2024-04-12T13:59:36Z,629,"Wie respektlos sogenannte Volksvertreter sich da benehmen und ständig lauthals dazwischenschreien. Zum Fremdschämen dieses Verhalten in dem ""hohen Haus""!",After Founding
130,82,X3vdNP4Mjtg,@widerstandsklassell7666,2025-02-06T17:26:02Z,627,"Zwei Menschen mit gesunden Menschenverstand, Chapeau",After Founding
131,305,bGNp5K8y_j8,@Dirgis3993,2024-05-09T12:03:27Z,625,"Sehr arrogant  u voll daneben,der Herr Politiker.",After Founding
132,124,TWwxMc9uO5s,@muharremunal1903,2025-04-28T17:51:35Z,624,Dankeschön Frau Wagenecht für Wahrheit.,After Founding
133,782,WS6G3s55PNI,@HimmelundErde-es4hc,2025-05-26T18:43:06Z,622,Der hat wirklich nicht mehr alle Tassen im Schrank 💡,After Founding
134,746,i_VgFLoXyqQ,@Charlie10-fox,2025-09-09T18:37:35Z,621,"Hallervorden trotz seiner 90 Lenzen, ist bei klarem Verstand.  Respekt!",After Founding
135,1410,eRJBimgWThA,@peterwillesch2027,2024-12-02T18:06:28Z,621,Soll Biden seinen Sohn an die Front schicken nicht nur begnadigen.,After Founding
136,1804,2f6_dlNTyfc,@ingrid4243,2025-03-18T15:11:31Z,620,"Ich habe überhaupt keine Hoffnung mehr, wenn Merz Bundeskanzler wird!!! 
Es ist sehr wichtig, Frau Wagenknecht zu unterstützen.",After Founding
137,348,kp1S43yxpXw,@StephanLaug-sc6jq,2024-05-23T14:29:03Z,618,Gewissenlos ist noch ein Kompliment für diese Person,After Founding
