Video ID,Title,Channel,Published At
OGB2RQa0Zvo,Björn Höcke - Eine Runde Nougat oder Mettbrötchen für alle #afd #björnhöcke  #landtag #thüringen,NewsOne,2024-11-17T18:16:04Z
kBKK_Da5rdM,🤯Gysi fassungslos über FDP &amp; Grüne🤯 #afd #gregorgysi #gysi #fdp #politik #linke #nachrichten #sdp,Rich Kids of Wall Street ,2024-11-15T14:47:17Z
ygrK5z_-76Q,Ihn wollt ihr als Kanzler #afd #cdu #fdp #ampel #scholz  #borispistorius  #merz #amthor #spd #grüne,Politik,2024-11-23T16:27:12Z
APEBcR0YrXc,Lockdown für Ungeimpfte: Söders Moral und Migrationskrise #AFD #Politik,Xyz,2024-11-20T15:02:16Z
LSmP0_Ab_Og,#gender #deutschland #afd,Verena Hayn,2024-11-29T10:35:35Z
h0OvDyZry04,#shorts #viralvideo #news #afd #linke,SimpleJexiy,2024-11-21T16:58:27Z
Z3hAYDZ3KRs,#afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Blaue Welle Deutschland,2024-11-19T12:16:00Z
8C965mb1l0k,#aliceweidel #afd #donaldtrump #wahlen #ampel #politik #news,POLITIK_24_7,2024-11-06T18:29:11Z
BLGrQd_ZxDs,Lunexxus-Unsere Vision #deutschrap #newmusic #afd #afdwählen,Lunexxus ,2024-11-18T20:18:02Z
OJhfyzQr0po,Kommt heute das Ende der Ampel? #afd #stephanbrandner #afdfraktion #altparteien,"Stephan Brandner, MdB",2024-11-06T17:23:17Z
mP4cSch3TCQ,Wahlerfolge für die AfD - Ein Blick auf die Realität der Ostdeutschen Wahlen @ServusTV,DACH Medien,2024-11-16T21:00:26Z
Um6wY3XHk04,"Glückwunsch, Mr. #Trump. #Election #President #usa #Harris #Wahl #shorts #AfD #trump2024 #stuttgart",Anton Baron MdL,2024-11-06T17:22:40Z
I6blSjI-WlQ,#afd #frauen #funny #memes #ytshorts,AfD Club ,2024-11-24T19:11:48Z
hCIWhZnAubE,Sind in der AfD eigentlich alle gleich? #Shorts,ABSOLUTE MEHRHEIT – der DIE DA OBEN!-Podcast,2024-11-22T10:00:40Z
dJPi0JpQHtQ,Meine Heizung! #shorts #shortsfeed #shortvideo #afd #politik #deutsch #foryou #fyp #heizung #gesetz,Vindex - Shorts,2024-11-11T09:30:14Z
ZehF-pjYKjM,Weidels Forderungen an die CDU und FDP #politik #afd #bundestag #ampel #cdu #deutschland,Politikverständnis,2024-11-19T14:58:55Z
HuA2aLJMn0o,Und es gibt Leute die glauben Friedrich Merz (CDU) sei frauenfeindlich… #afd #cdu #csu #bsw #fdp,Politik,2024-11-27T12:45:29Z
b79d0k98h_Y,Ich werde besser nichts schreiben 🤬 #afd #fpö #flüchtlinge,Adlers Anstalt,2024-11-04T13:09:01Z
5hEtfbZwDuw,Weidel verteidigt sich und Wagenknecht gegen Reporter🔥💙 #politik #afd #bsw #deutschland #bundestag,Politikverständnis,2024-11-04T16:00:06Z
3Q3bS10FPHw,"CDU, FDP und AfD fordern rasche Vertrauensfrage @newstime.digital",DACH Medien,2024-11-10T08:00:03Z
0_bCnUFzlkw,Bernd Baumann - Ausgrenzung der AfD #afd #deutschland #politik #bundestag #wirtschaft #migration,AfD Edits,2024-11-03T16:00:00Z
PNHnBsFEp2w,"So so, man darf also in Deutschland nicht die AfD wählen? Weil die so böse ist, richtig? 😂😂😂",Politik Wahrheit & More,2024-11-14T09:24:20Z
ZILu8t39sV0,Die Brandmauer muss weg! Jörg Urban #AfD #afdsachsen #brandmauer,AfD-Fraktion im Sächsischen Landtag,2024-11-07T13:15:03Z
H0ivfSC8S7Y,Was ist die AFD eigentlich? #politik #afd #cdu #spd #fdp #grüne #csu #spd #extreme,Chill Mal,2024-11-11T14:12:08Z
U5kgC0KJRWo,Energiewende: Irrsinn pur! #afd #ltnrw,AfD-Fraktion NRW,2024-11-08T18:00:25Z
CGRoqI8uyIE,SO würden wir das Land verändern! #shorts #afd #politik #bundestag,Dr. Malte Kaufmann,2024-11-19T21:11:41Z
RR3u0J50iqk,AfD nimmt BITCOIN ins Wahlprogramm! 🤯 BTC endlich in der deutschen Politik?,Blocktrainer,2024-11-24T21:23:18Z
skYqiz616KA,Brandmauer für Islamisten! #afd #ltnrw,AfD-Fraktion NRW,2024-11-01T17:00:50Z
f9faRZRJ_kM,Schwachkopf! #roberthabeck #robert #habeck #habeckrücktritt #diegrünen #grüne #afd #politik,Fettbär ,2024-11-20T05:04:50Z
lLEYHAxZCNs,#Umfrage #Abgeordnetenhauswahl #Berlin #AfD ​#CDU #SPD  #FDP #BSW #Sonntagsfrage #Infratest #dimap,Berlin360°,2024-11-21T17:26:17Z
3mm0CCzhBpM,Schwachkopf! #roberthabeck #habeck #habeckrücktritt #grüne #diegrünen #ampelkoalition #politik #afd,Fettbär ,2024-11-26T04:08:08Z
rTCQUkjQ2X0,🤡 #shorts #shortvideo #afd #fpö #politik #deutsch #grüne #fyp #trending #asyl #flüchtlinge,Adlers Anstalt,2024-11-15T13:08:00Z
FUTU_mvoE2E,CDU und FDP: Übernahme der AfD-Forderungen enthüllt Angst #Afd #politik,Xyz,2024-11-22T12:51:15Z
-j1KOevyu_E,Schwachkopf! #roberthabeck #habeck #habeckrücktritt #robert #grüne #diegrünen #afd #afdfraktion,Fettbär ,2024-11-25T13:25:55Z
ImzWvfpqKuQ,Lena Kotré - Abschaffung der automatisierten Diäten  #afd #diäten #lenakotre #brandenburg #landtag,NewsOne,2024-11-21T07:55:46Z
SGRjmXGY2Us,Schwachkopf! #roberthabeck #habeck #habeckrücktritt #grüne #nachrichten #ampelkoalition #afd,Fettbär ,2024-11-29T10:20:01Z
xDhaxTFHiXg,Alice Weidel oder Friedrich Merz? Wer wird der nächste deutsche Kanzler? #afd #deutschland #politik,Kevin Beutler,2024-11-29T06:00:39Z
HsHfvYmli3U,Robert Farle zerstört die CDU #farle #cdu #bundestag #bundestagswahl #afd #csu #merz  #partei,NewsOne,2024-11-09T10:24:17Z
NXBQlPGMuB8,"Lindner und die Krise: CDU, AfD und die Zukunft Deutschlands",NoAntifant,2024-11-08T08:45:13Z
KnUkUeJeqwM,Trump ist wieder an der Macht - Lied #heimatliebe #afd #musik #schlager,Deutsche Kultur,2024-11-06T09:59:16Z
Ljm_bCwnSYU,Die AfD fordert Kernkraft und STOPPT Masseneinwanderung!,NoAntifant,2024-11-15T07:45:36Z
GN-QETX6ZqI,Zurück zur PARLAMENTARISCHEN ARBEIT: AfD und CDU im Fokus!,NoAntifant,2024-11-12T07:48:54Z
VKu8UHjQDh4,Ampel und Scholz sind gescheitert 💙💙💙. #shorts #afd #viralvideo,Deutschland,2024-11-10T21:40:50Z
jaEfE6B00Rs,#afd #memes #funny #ytshorts,AfD Club ,2024-11-18T17:54:10Z
HyQzf2-A_NM,Geheimtreffen zwischen Kretschmer (CDU) und Urban (AfD) im Sächsischen Landtag @focusonline,DACH Medien,2024-11-09T08:00:17Z
X8KR9kbH2FU,Waffenrecht - kommentiert von Robin Jünger #afd,Robin Jünger,2024-11-29T21:54:36Z
LB2egGiI2hk,#gegenpol #shorts #afd #trump #deutschland #westen #rebellion #politik #geopolitik #news #youtube,Gegenpol,2024-11-11T20:00:07Z
V68ubZnFj7g,"CDU zeigt, dass es ihnen nicht um Deutschland geht. #ampel #afd #cdu #märz #spd",Welt Im Wandel ,2024-11-16T07:46:36Z
J0_y0jHclKg,Die Ampel-Regierung setzt ihre Prioritäten falsch! #politik #bundestag #afd #ampel #cdu #opposition,Politikverständnis,2024-11-03T13:00:16Z
0KJHlGitHh4,slamismus in Deutschland: Bedrohung durch fehlgeleitete Migrationspolitik #afd #politik #islam,Xyz,2024-11-23T20:02:15Z
z058stHSKzA,Minderheitsregierungen in Deutschland: Eine Norm für die Demokratie #afd #politik  🔥💙,Xyz,2024-11-22T14:48:18Z
4SyLYsN2tOM,Wir sind das Volk (AfD Party-Version) #heimatliebe #afd #schlager,Deutsche Kultur,2024-11-24T13:01:22Z
QTSvlsEDyz0,#manuelhurtig #birgitbessin #afd #arneraue #brandenburg #landtagswahlen2024 #nachlese,Manuel Hurtig,2024-11-11T21:16:09Z
e0nmG4dfB1U,#manuelhurtig #birgitbessin #arneraue #afdfraktionbrandenburg #afd #steuergelder #bundestagswahl2025,Manuel Hurtig,2024-11-13T18:54:53Z
tRX2joqkVsg,"Rede von Ulrich Siegmund: Eine Katastrophe (Menschen, Politik) #fakten #politik #afd",Spiegel des Krieges,2024-11-04T11:00:59Z
X_Dk4JAkRW4,UNFASSBAR😡 AlIce Weidel verteilt Ohrfeigen im Bundestag #afd #bundestag #shorts,PolitikNews,2024-11-21T07:03:03Z
NKvuHnyw2hI,Frieden kennt keine Fraktionen. Friedensantrag der AfD im sächsischen Landtag,AfD in Sachsen und Dresden - Die Dokumentation,2024-11-19T12:21:48Z
lyLrgPuoVRs,Tino Chrupalla zum Niedergang deutscher Wirtschaft.#afd #deutschland #bundestag #politik #wirtschaft,AfD Edits,2024-11-03T15:00:49Z
0qHlmF3ov3U,#SPD Alle #dumm Ausgerechnet #Esken #Miersch #Klingbeil nicht. #Lanz #europawahl #AfD #partei,Berlin360°,2024-11-26T17:55:42Z
xwvldzg-FGc,AfD will ans Abtreibungsrecht! Deutliche Einchränkungen geplant,BlitzPolitik,2024-11-29T19:27:16Z
WvkvsaodNwQ,👉😱👀 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-11-01T14:57:00Z
Rc-DXZaHAT8,AfD Parteitag Teil 2,Benny's World,2024-11-23T17:49:21Z
gZWeWlsApKI,Eine Mehrheit will Zurückweisungen an der Grenze - selbst wenn Stimmen der #AfD nötig sind. #nius,RealTalk - mit Julius Böhm,2024-11-13T08:33:33Z
uG0i3BnpcgU,Alice Weidel: Wiederaufstieg Deutschlands liegt auf der Hand. #afd #deutschland #politik #wirtschaft,AfD Edits,2024-11-02T16:01:00Z
3EeyP-rao6M,ENDLICH SCHLUSS MIT CO2 ABGABE! #politik #afd #bundestag #deutschland #ampel #cdu #fdp #opposition,Politikverständnis,2024-11-22T17:28:39Z
-dHRq1-XUqo,#manuelhurtig #birgitbessin #arneraue #afd #ministerpräsident #woidke #brandenburg #wahlkampf,Manuel Hurtig,2024-11-12T16:05:41Z
2QA-2t-63SI,Eltern werden gezwungen #kinder in staatliche Obhut zu übergeben #afd #nurnochafd,"Elena Roon, MdL",2024-11-23T10:35:09Z
bIHuNZOdV6M,Markus Wagner - Es wird immer ungemütlicher in NRW  #afd #nrw #landtagnrw #landtag #markuswagner,NewsOne,2024-11-27T08:15:04Z
fxLeqg7K2C8,Die Angst vor der AfD: Ein historischer Blick,NoAntifant,2024-11-12T19:02:17Z
SJNfuFI_n4g,Alice Weidel - Gefährliche Meinungsfreiheit  #afd #politikdeutschland #ampelregierung,Im Schatten der Politik,2024-11-01T15:00:27Z
-f72IGfV0vQ,Dr. Rainer Kraft - Das Ende deutscher Wettbewerbsfähigkeit #afd #deutschland #politik #bundestag,AfD Edits,2024-11-03T17:00:00Z
xzFmBjb6ug4,Wir brauchen keine Wehrplicht! #bundeswehr #wehrpflicht #cdu #afd #ampel #deutsch #deutschland, Tim,2024-11-13T19:52:44Z
YQQ7eT542Rg,💥AFD Weidel: Der woke-linke Schwachsinn!🔥 #afd #trump #maga #germanyfirst,Stich NEWS,2024-11-07T14:05:40Z
-moAlb0ntiA,AfD Song zur Bundestagswahl 2025,Kunstliedermacher ,2024-11-17T06:14:07Z
whDmskfmrlI,#Bundestagswahl #CDU #AfD #SPD #GRÜNE #Weidel #michael #müller #Ottilie #Klein #Kellner #RBB #hingst,Berlin360°,2024-11-15T10:10:14Z
XNnUD4fitEw,Bernd Baumann - Altpartein sind nicht einer Meinung  #afd #cdu #spd #bundestag #fdp #diegrünen,NewsOne,2024-11-30T11:30:30Z
RNs5wmZSb3o,"Dennis Hohloch -- Versprechen von BSW, sind nichts Wert  #afd #brandenburg #afdfraktionbrandenburg",NewsOne,2024-11-28T12:16:51Z
yYeXpw6XvNs,Deutschland und Migration #deutschland #afd #politik #bayern #rechts #trending,Stephan Protschka,2024-11-07T05:00:43Z
HkQoCkyRMuI,Martin Sichert - Merz gehört in die Psychiatrie #afd #sichert @SichertDeutschland #cdu #merz,NewsOne,2024-11-15T09:32:46Z
dhouiAQ8Yww,Habeck ein Volksverräter ohne Volk? #afd #shortsfeed #funny,4Fakten,2024-11-14T20:02:14Z
wuG4F6vV8tk,Massiver Stellenabbau in Deutschland - Alice Weidel Rede im Bundestag #afd #deutschland #politik 😱,Xyz,2024-11-24T18:43:12Z
lXkeK5QYHTM,Flughäfen unter der AfD 👍🤣 #afd #sicherheit #shorts #deutschland,HeimatVerstand,2024-11-15T23:12:50Z
YjI63NvSLKg,Alice Weidel über Robert Habeck : „totale Katastrophe“‼️ #afd #aliceweidel #interview #habeck #short,AfD Club ,2024-11-03T19:05:57Z
bI0Jrn-uG50,Wieder kein Vizepräsident für die AfD!  #annanguyen,AfD-Fraktion im Hessischen Landtag,2024-11-21T14:38:19Z
9qSvlpOn0Z4,AfD Verbot #afd#verbot#neuwahlen#politik#weidel#scholz#biden#ampel#deutschland#regierung#grüne#spd,Iris Aschenbrenner,2024-11-18T09:24:57Z
7VX4_5HFX8Q,AfD Clowns #afd #weidel #chrupalla,Schizos Woche,2024-11-13T19:35:09Z
9uH8hz7mE50,Ist Robert Habeck ein Schwachkopf? #politik #afd #habeck,GenZPolitik ,2024-11-16T13:48:31Z
ObrJaluZM7I,"Diäten-Streit im Berliner Abgeordnetenhaus: AfD fordert Verzicht, andere Parteien kontern empört!",Sascha Schmitz,2024-11-08T14:21:31Z
SB91g9KVI4o,#mülltrennung #afd #bsr #politik #humor,Shit4Skit,2024-11-14T07:11:41Z
GxKItt0tbEY,AfD-Brandmauer - Wird der Wählerwille ignoriert? Tino Chrupalla @ServusTV,DACH Medien,2024-11-17T11:00:17Z
KtHmJfQv5f4,"Rede von Oliver Kirchner: 👂🏻 Vollkommen realitätsfremd (Menschen, Politik) #politik #afd #landtag",Spiegel des Krieges,2024-11-01T11:00:32Z
6X-QLKhCu44,Alice Weidel spricht Klartext für die AfD💙💙💙. #afd #politik #viralvideo,Deutschland,2024-11-14T16:15:53Z
ALiXGM44iQs,Die AfD kommt nicht in den Westen 🤡,Politik Micha,2024-11-21T10:50:47Z
kA4yqAid_iM,AfD-Mann bedroht Beamte mit waffe bei Razzia #kurznachrichten #afd #razzia,Dani_halt,2024-11-05T19:15:01Z
YM6ePUseo9g,🤡 #shorts #shortvideo #afd #fpö #politik #deutsch #foryou #fyp #trending #habeck #grüne,Adlers Anstalt,2024-11-17T08:08:00Z
GLepAMCdpZ8,AfD zerlegt die Ampel🚦💙💙💙💙.            #afd #ampel #lindner #scholz #news #bundestag,Deutschland,2024-11-10T19:43:06Z
sP25USztrzg,Gemeinde und Bürger wehren sich gegen Asylunterkunft #ingohahn #afd #asylheim #migranten #bürger,Prof. Dr. Ingo Hahn,2024-11-28T20:15:00Z
656jg3BhyiA,"Deutschland, Vaterland - Patriotischer Rock | by rocktDeutsch🇩🇪🇩🇪",rocktDeutsch,2024-11-26T13:19:53Z
vVe8kvctJqA,Die Städte mit den meisten #afd Wählern #deutschland #news,reallifemitFelix,2024-11-07T18:00:38Z
4t9VZwSqVCY,Friedrich Merz zur Integration! #afd #cdu #csu #merz #olafscholz #lindner #ampel #grüne #fdp,Politik,2024-11-11T10:20:29Z
ZvNBSeTzEc0,WIE WOLLT IHR DAS NOCH SCHÖN REDEN!? 🤡 | SHURJOKA &amp; IHRE LIEBE ZUR ANTIFA,Egaso,2024-11-16T16:00:32Z
1YhiGy5HEpc,🚨 Staatsverschuldung explodiert! 🚨#staatsschulden #deutschland #news #wirtschaft #afd,Heiko Lambert,2024-11-21T06:44:05Z
0lXlYH9ghsY,Wahlkampfhymne der AfD Ostallgäu für die Bundestagswahl 2025,Wolfgang Dröse,2024-11-27T17:23:22Z
FTrz_KDVDNI,Argumente für alle. Auch für AFD Wähler. #politik #lovenothate #afd #cdu #grüne #bsw #linke #spd,Chill Mal,2024-11-15T12:06:52Z
2iWgiPJeMCw,Iron Mike Tyson hat Trump gewählt! Was haltet ihr davon? #trump #afd #tyson,Romeos Agency,2024-11-11T13:06:57Z
Jzs8Zeylahs,Deutschland den Deutschen - Deutschlandlied #heimatliebe #afd #musik #techno,Deutsche Kultur,2024-11-03T14:32:34Z
75GrWHK4Lro,Björn Banane- Rücktritt #news #afd #bundestag #olafscholz #christianlindner #roberthabeck,Björn Banane,2024-11-09T13:47:00Z
h-NiBzCeOdw,#cdu #afd #fannyvideo #politik #wahl #erinnerungen #fip #viralvideo,ANDY,2024-11-12T21:09:22Z
tK3k1uQf-fg,Die #Lügen des #Fachkräftemangel|s. #Wissenschaft #Wirtschaft #Wirtschaftswissenschaft #Politik #AfD,Egon Reiter,2024-11-01T17:30:54Z
PUeLNvUYdbE,#Umfrage #Bundestagswahl #Berlin #AfD ​#CDU #SPD #GRÜNE #FDP #BSW #Sensation #Infratest #dimap,Berlin360°,2024-11-21T10:46:17Z
QSq_i5wVqO4,AfD und die Zukunft Deutschlands: Der 100-Tage-Plan,PolitWatch,2024-11-23T10:00:26Z
GpWFIChjT5Q,Friedrich Merz macht Ansage an Olaf Scholz #afd  #cdu #csu #merz #fdp #grüne #spd #lindner #ampel,Politik,2024-11-14T16:16:02Z
_Ldu2ys62Xo,Alice Weidel und Tino Chrupalla sprechen Klartext   #afd #shortvideo #news #shorts #afdwählen,Kritisches Deutschland,2024-11-08T09:27:19Z
rIqFWxEr3sY,Wie wir 7000 Mitglieder erreichten  Erfolgsgeheimnis der AfD #deutschland #afd #bayern #protschka,Stephan Protschka,2024-11-25T18:45:02Z
MdHavcfXNGk,Wärmepumpen-Debatte: Wo ist Minister Habeck? #afd #politik 💙🔥,Xyz,2024-11-21T17:34:31Z
6h2gxypfeFk,Deutschland muss selbständiger werden 🇩🇪 Lafontaine #bsw #bundestag #afd #politik,politikjunkie,2024-11-04T21:59:27Z
2ZSK7PqnfZE,Direktkandidatur zum Bundestag im Wahlkreis 222 #ingohahn #afd #bundestag #wahl #direktkandidat,Prof. Dr. Ingo Hahn,2024-11-25T09:49:21Z
A7W9ZGPS1xw,Die Wahrheit über Wahlkämpfe: Polarisierung und AfD,NoAntifant,2024-11-07T07:39:07Z
Zf3QKu-M8vw,"Afd, Jay C, Kevin Henao - SE FUE MI AMOR Salsa Urbana (Video Oficial)",Afd,2024-11-01T23:00:07Z
APl6vwWebvs,[∆FD] ZINDAGI MAST HAI (SHORT) #aalfeerdoss #afd #bantai #hiphop #rap #music #trending #viralvideo,[∆FD]Aalfeerdoss,2024-11-14T02:26:43Z
dd4ZZ691aIU,Slash&#39;s Snakepit changed Rod Jackson&#39;s life | AFD SHORTS,Appetite for Distortion,2024-11-03T20:28:21Z
RzfsJT0ox6s,Für Deutschlands Werte und deutsches Blut - Lied #heimatliebe #afd #musik #schlager,Deutsche Kultur,2024-11-14T18:25:07Z
NvqGPYuxImA,Germany&#39;s Most DANGEROUS Neo Nazis | Dortmund (Dorstfeld) | Right Wing Across Europe - AFD,The Taboo Room With Aaron S,2024-11-20T17:43:43Z
XQEQrWroQRs,"Deutschland, Land der Tugend - Deutschlandlied #heimatliebe  #afd  #musik",Deutsche Kultur,2024-11-02T19:03:18Z
7o_0NRBgq1k,Schwarz Weiß Rot  – stolzes Lied #stolz #heimatliebe #afd #musik #rock,Deutsche Kultur,2024-11-30T14:46:04Z
Pd9ySA7A4FU,Was passiert mit Deutschland?  – Lied #heimatliebe #afd #musik #ballade,Deutsche Kultur,2024-11-23T20:16:16Z
